recording,channel,epoch,seizure
3,BTEleft SD,800,0
3,BTEleft SD,801,0
3,BTEleft SD,802,0
3,BTEleft SD,803,0
3,BTEleft SD,804,0
3,BTEleft SD,805,0
3,BTEleft SD,806,0
3,BTEleft SD,807,0
3,BTEleft SD,808,0
3,BTEleft SD,809,0
3,BTEleft SD,810,0
3,BTEleft SD,811,0
3,BTEleft SD,812,0
3,BTEleft SD,813,0
3,BTEleft SD,814,0
3,BTEleft SD,815,0
3,BTEleft SD,816,0
3,BTEleft SD,817,0
3,BTEleft SD,818,0
3,BTEleft SD,819,0
3,BTEleft SD,820,0
3,BTEleft SD,821,0
3,BTEleft SD,822,0
3,BTEleft SD,823,0
3,BTEleft SD,824,0
3,BTEleft SD,825,0
3,BTEleft SD,826,0
3,BTEleft SD,827,0
3,BTEleft SD,828,0
3,BTEleft SD,829,0
3,BTEleft SD,830,0
3,BTEleft SD,831,0
3,BTEleft SD,832,0
3,BTEleft SD,833,0
3,BTEleft SD,834,0
3,BTEleft SD,835,0
3,BTEleft SD,836,0
3,BTEleft SD,837,0
3,BTEleft SD,838,0
3,BTEleft SD,839,0
3,BTEleft SD,840,0
3,BTEleft SD,841,0
3,BTEleft SD,842,0
3,BTEleft SD,843,0
3,BTEleft SD,844,0
3,BTEleft SD,845,0
3,BTEleft SD,846,0
3,BTEleft SD,847,0
3,BTEleft SD,848,0
3,BTEleft SD,849,0
3,BTEleft SD,850,0
3,BTEleft SD,851,0
3,BTEleft SD,852,0
3,BTEleft SD,853,0
3,BTEleft SD,854,0
3,BTEleft SD,855,0
3,BTEleft SD,856,0
3,BTEleft SD,857,0
3,BTEleft SD,858,0
3,BTEleft SD,859,0
3,BTEleft SD,860,0
3,BTEleft SD,861,0
3,BTEleft SD,862,0
3,BTEleft SD,863,0
3,BTEleft SD,864,0
3,BTEleft SD,865,0
3,BTEleft SD,866,0
3,BTEleft SD,867,0
3,BTEleft SD,868,0
3,BTEleft SD,869,0
3,BTEleft SD,870,0
3,BTEleft SD,871,0
3,BTEleft SD,872,0
3,BTEleft SD,873,0
3,BTEleft SD,874,0
3,BTEleft SD,875,0
3,BTEleft SD,876,0
3,BTEleft SD,877,0
3,BTEleft SD,878,0
3,BTEleft SD,879,0
3,BTEleft SD,880,0
3,BTEleft SD,881,0
3,BTEleft SD,882,0
3,BTEleft SD,883,0
3,BTEleft SD,884,0
3,BTEleft SD,885,0
3,BTEleft SD,886,0
3,BTEleft SD,887,0
3,BTEleft SD,888,0
3,BTEleft SD,889,0
3,BTEleft SD,890,0
3,BTEleft SD,891,0
3,BTEleft SD,892,0
3,BTEleft SD,893,0
3,BTEleft SD,894,0
3,BTEleft SD,895,0
3,BTEleft SD,896,0
3,BTEleft SD,897,0
3,BTEleft SD,898,0
3,BTEleft SD,899,0
3,BTEleft SD,900,0
3,BTEleft SD,901,0
3,BTEleft SD,902,0
3,BTEleft SD,903,0
3,BTEleft SD,904,0
3,BTEleft SD,905,0
3,BTEleft SD,906,0
3,BTEleft SD,907,0
3,BTEleft SD,908,0
3,BTEleft SD,909,0
3,BTEleft SD,910,0
3,BTEleft SD,911,0
3,BTEleft SD,912,0
3,BTEleft SD,913,0
3,BTEleft SD,914,0
3,BTEleft SD,915,0
3,BTEleft SD,916,0
3,BTEleft SD,917,0
3,BTEleft SD,918,0
3,BTEleft SD,919,0
3,BTEleft SD,920,0
3,BTEleft SD,921,0
3,BTEleft SD,922,0
3,BTEleft SD,923,0
3,BTEleft SD,924,0
3,BTEleft SD,925,0
3,BTEleft SD,926,0
3,BTEleft SD,927,0
3,BTEleft SD,928,0
3,BTEleft SD,929,0
3,BTEleft SD,930,0
3,BTEleft SD,931,0
3,BTEleft SD,932,0
3,BTEleft SD,933,0
3,BTEleft SD,934,0
3,BTEleft SD,935,0
3,BTEleft SD,936,0
3,BTEleft SD,937,0
3,BTEleft SD,938,0
3,BTEleft SD,939,0
3,BTEleft SD,940,0
3,BTEleft SD,941,0
3,BTEleft SD,942,0
3,BTEleft SD,943,0
3,BTEleft SD,944,0
3,BTEleft SD,945,0
3,BTEleft SD,946,0
3,BTEleft SD,947,0
3,BTEleft SD,948,0
3,BTEleft SD,949,0
3,BTEleft SD,950,0
3,BTEleft SD,951,0
3,BTEleft SD,952,0
3,BTEleft SD,953,0
3,BTEleft SD,954,0
3,BTEleft SD,955,0
3,BTEleft SD,956,0
3,BTEleft SD,957,0
3,BTEleft SD,958,0
3,BTEleft SD,959,0
3,BTEleft SD,960,0
3,BTEleft SD,961,0
3,BTEleft SD,962,0
3,BTEleft SD,963,0
3,BTEleft SD,964,0
3,BTEleft SD,965,0
3,BTEleft SD,966,0
3,BTEleft SD,967,0
3,BTEleft SD,968,0
3,BTEleft SD,969,0
3,BTEleft SD,970,0
3,BTEleft SD,971,0
3,BTEleft SD,972,0
3,BTEleft SD,973,0
3,BTEleft SD,974,0
3,BTEleft SD,975,0
3,BTEleft SD,976,0
3,BTEleft SD,977,0
3,BTEleft SD,978,0
3,BTEleft SD,979,0
3,BTEleft SD,980,0
3,BTEleft SD,981,0
3,BTEleft SD,982,0
3,BTEleft SD,983,0
3,BTEleft SD,984,0
3,BTEleft SD,985,0
3,BTEleft SD,986,0
3,BTEleft SD,987,0
3,BTEleft SD,988,0
3,BTEleft SD,989,0
3,BTEleft SD,990,0
3,BTEleft SD,991,0
3,BTEleft SD,992,0
3,BTEleft SD,993,0
3,BTEleft SD,994,0
3,BTEleft SD,995,0
3,BTEleft SD,996,0
3,BTEleft SD,997,0
3,BTEleft SD,998,0
3,BTEleft SD,999,0
3,BTEleft SD,1000,1
3,BTEleft SD,1001,1
3,BTEleft SD,1002,0
3,BTEleft SD,1003,0
3,BTEleft SD,1004,0
3,BTEleft SD,1005,0
3,BTEleft SD,1006,0
3,BTEleft SD,1007,0
3,BTEleft SD,1008,0
3,BTEleft SD,1009,0
3,BTEleft SD,1010,0
3,BTEleft SD,1011,0
3,BTEleft SD,1012,0
3,BTEleft SD,1013,0
3,BTEleft SD,1014,0
3,BTEleft SD,1015,0
3,BTEleft SD,1016,0
3,BTEleft SD,1017,0
3,BTEleft SD,1018,0
3,BTEleft SD,1019,0
3,BTEleft SD,1020,0
3,BTEleft SD,1021,0
3,BTEleft SD,1022,0
3,BTEleft SD,1023,0
3,BTEleft SD,1024,0
3,BTEleft SD,1025,0
3,BTEleft SD,1026,0
3,BTEleft SD,1027,0
3,BTEleft SD,1028,0
3,BTEleft SD,1029,0
3,BTEleft SD,1030,0
3,BTEleft SD,1031,0
3,BTEleft SD,1032,0
3,BTEleft SD,1033,0
3,BTEleft SD,1034,0
3,BTEleft SD,1035,0
3,BTEleft SD,1036,0
3,BTEleft SD,1037,0
3,BTEleft SD,1038,0
3,BTEleft SD,1039,0
3,BTEleft SD,1040,0
3,BTEleft SD,1041,0
3,BTEleft SD,1042,0
3,BTEleft SD,1043,0
3,BTEleft SD,1044,0
3,BTEleft SD,1045,0
3,BTEleft SD,1046,0
3,BTEleft SD,1047,0
3,BTEleft SD,1048,0
3,BTEleft SD,1049,0
3,BTEleft SD,1050,0
3,BTEleft SD,1051,0
3,BTEleft SD,1052,0
3,BTEleft SD,1053,0
3,BTEleft SD,1054,0
3,BTEleft SD,1055,0
3,BTEleft SD,1056,0
3,BTEleft SD,1057,0
3,BTEleft SD,1058,0
3,BTEleft SD,1059,0
3,BTEleft SD,1060,0
3,BTEleft SD,1061,0
3,BTEleft SD,1062,0
3,BTEleft SD,1063,0
3,BTEleft SD,1064,0
3,BTEleft SD,1065,0
3,BTEleft SD,1066,0
3,BTEleft SD,1067,0
3,BTEleft SD,1068,0
3,BTEleft SD,1069,0
3,BTEleft SD,1070,0
3,BTEleft SD,1071,0
3,BTEleft SD,1072,0
3,BTEleft SD,1073,0
3,BTEleft SD,1074,0
3,BTEleft SD,1075,0
3,BTEleft SD,1076,0
3,BTEleft SD,1077,0
3,BTEleft SD,1078,0
3,BTEleft SD,1079,0
3,BTEleft SD,1080,0
3,BTEleft SD,1081,0
3,BTEleft SD,1082,0
3,BTEleft SD,1083,0
3,BTEleft SD,1084,0
3,BTEleft SD,1085,0
3,BTEleft SD,1086,0
3,BTEleft SD,1087,0
3,BTEleft SD,1088,0
3,BTEleft SD,1089,0
3,BTEleft SD,1090,0
3,BTEleft SD,1091,0
3,BTEleft SD,1092,0
3,BTEleft SD,1093,0
3,BTEleft SD,1094,0
3,BTEleft SD,1095,0
3,BTEleft SD,1096,0
3,BTEleft SD,1097,0
3,BTEleft SD,1098,0
3,BTEleft SD,1099,0
3,BTEleft SD,1100,0
3,BTEleft SD,1101,0
3,BTEleft SD,1102,0
3,BTEleft SD,1103,0
3,BTEleft SD,1104,0
3,BTEleft SD,1105,0
3,BTEleft SD,1106,0
3,BTEleft SD,1107,0
3,BTEleft SD,1108,0
3,BTEleft SD,1109,0
3,BTEleft SD,1110,0
3,BTEleft SD,1111,0
3,BTEleft SD,1112,0
3,BTEleft SD,1113,0
3,BTEleft SD,1114,0
3,BTEleft SD,1115,0
3,BTEleft SD,1116,0
3,BTEleft SD,1117,0
3,BTEleft SD,1118,0
3,BTEleft SD,1119,0
3,BTEleft SD,1120,0
3,CROSStop SD,1,0
3,CROSStop SD,2,0
3,CROSStop SD,3,0
3,CROSStop SD,4,0
3,CROSStop SD,5,0
3,CROSStop SD,6,0
3,CROSStop SD,7,0
3,CROSStop SD,8,0
3,CROSStop SD,9,0
3,CROSStop SD,10,0
3,CROSStop SD,11,0
3,CROSStop SD,12,0
3,CROSStop SD,13,0
3,CROSStop SD,14,0
3,CROSStop SD,15,0
3,CROSStop SD,16,0
3,CROSStop SD,17,0
3,CROSStop SD,18,0
3,CROSStop SD,19,0
3,CROSStop SD,20,0
3,CROSStop SD,21,0
3,CROSStop SD,22,0
3,CROSStop SD,23,0
3,CROSStop SD,24,0
3,CROSStop SD,25,0
3,CROSStop SD,26,0
3,CROSStop SD,27,0
3,CROSStop SD,28,0
3,CROSStop SD,29,0
3,CROSStop SD,30,0
3,CROSStop SD,31,0
3,CROSStop SD,32,0
3,CROSStop SD,33,0
3,CROSStop SD,34,0
3,CROSStop SD,35,0
3,CROSStop SD,36,0
3,CROSStop SD,37,0
3,CROSStop SD,38,0
3,CROSStop SD,39,0
3,CROSStop SD,40,0
3,CROSStop SD,41,0
3,CROSStop SD,42,0
3,CROSStop SD,43,0
3,CROSStop SD,44,0
3,CROSStop SD,45,0
3,CROSStop SD,46,0
3,CROSStop SD,47,0
3,CROSStop SD,48,0
3,CROSStop SD,49,0
3,CROSStop SD,50,0
3,CROSStop SD,51,0
3,CROSStop SD,52,0
3,CROSStop SD,53,0
3,CROSStop SD,54,0
3,CROSStop SD,55,0
3,CROSStop SD,56,0
3,CROSStop SD,57,0
3,CROSStop SD,58,0
3,CROSStop SD,59,0
3,CROSStop SD,60,0
3,CROSStop SD,61,0
3,CROSStop SD,62,0
3,CROSStop SD,63,0
3,CROSStop SD,64,0
3,CROSStop SD,65,0
3,CROSStop SD,66,0
3,CROSStop SD,67,0
3,CROSStop SD,68,0
3,CROSStop SD,69,0
3,CROSStop SD,70,0
3,CROSStop SD,71,0
3,CROSStop SD,72,0
3,CROSStop SD,73,0
3,CROSStop SD,74,0
3,CROSStop SD,75,0
3,CROSStop SD,76,0
3,CROSStop SD,77,0
3,CROSStop SD,78,0
3,CROSStop SD,79,0
3,CROSStop SD,80,0
3,CROSStop SD,81,0
3,CROSStop SD,82,0
3,CROSStop SD,83,0
3,CROSStop SD,84,0
3,CROSStop SD,85,0
3,CROSStop SD,86,0
3,CROSStop SD,87,0
3,CROSStop SD,88,0
3,CROSStop SD,89,0
3,CROSStop SD,90,0
3,CROSStop SD,91,0
3,CROSStop SD,92,0
3,CROSStop SD,93,0
3,CROSStop SD,94,0
3,CROSStop SD,95,0
3,CROSStop SD,96,0
3,CROSStop SD,97,0
3,CROSStop SD,98,0
3,CROSStop SD,99,0
3,CROSStop SD,100,0
3,CROSStop SD,101,0
3,CROSStop SD,102,0
3,CROSStop SD,103,0
3,CROSStop SD,104,0
3,CROSStop SD,105,0
3,CROSStop SD,106,0
3,CROSStop SD,107,0
3,CROSStop SD,108,0
3,CROSStop SD,109,0
3,CROSStop SD,110,0
3,CROSStop SD,111,0
3,CROSStop SD,112,0
3,CROSStop SD,113,0
3,CROSStop SD,114,0
3,CROSStop SD,115,0
3,CROSStop SD,116,0
3,CROSStop SD,117,0
3,CROSStop SD,118,0
3,CROSStop SD,119,0
3,CROSStop SD,120,0
3,CROSStop SD,121,0
3,CROSStop SD,122,0
3,CROSStop SD,123,0
3,CROSStop SD,124,0
3,CROSStop SD,125,0
3,CROSStop SD,126,0
3,CROSStop SD,127,0
3,CROSStop SD,128,0
3,CROSStop SD,129,0
3,CROSStop SD,130,0
3,CROSStop SD,131,0
3,CROSStop SD,132,0
3,CROSStop SD,133,0
3,CROSStop SD,134,0
3,CROSStop SD,135,0
3,CROSStop SD,136,0
3,CROSStop SD,137,0
3,CROSStop SD,138,0
3,CROSStop SD,139,0
3,CROSStop SD,140,0
3,CROSStop SD,141,0
3,CROSStop SD,142,0
3,CROSStop SD,143,0
3,CROSStop SD,144,0
3,CROSStop SD,145,0
3,CROSStop SD,146,0
3,CROSStop SD,147,0
3,CROSStop SD,148,0
3,CROSStop SD,149,0
3,CROSStop SD,150,0
3,CROSStop SD,151,0
3,CROSStop SD,152,0
3,CROSStop SD,153,0
3,CROSStop SD,154,0
3,CROSStop SD,155,0
3,CROSStop SD,156,0
3,CROSStop SD,157,0
3,CROSStop SD,158,0
3,CROSStop SD,159,0
3,CROSStop SD,160,0
3,CROSStop SD,161,0
3,CROSStop SD,162,0
3,CROSStop SD,163,0
3,CROSStop SD,164,0
3,CROSStop SD,165,0
3,CROSStop SD,166,0
3,CROSStop SD,167,0
3,CROSStop SD,168,0
3,CROSStop SD,169,0
3,CROSStop SD,170,0
3,CROSStop SD,171,0
3,CROSStop SD,172,0
3,CROSStop SD,173,0
3,CROSStop SD,174,0
3,CROSStop SD,175,0
3,CROSStop SD,176,0
3,CROSStop SD,177,0
3,CROSStop SD,178,0
3,CROSStop SD,179,0
3,CROSStop SD,180,0
3,CROSStop SD,181,0
3,CROSStop SD,182,0
3,CROSStop SD,183,0
3,CROSStop SD,184,0
3,CROSStop SD,185,0
3,CROSStop SD,186,0
3,CROSStop SD,187,0
3,CROSStop SD,188,0
3,CROSStop SD,189,0
3,CROSStop SD,190,0
3,CROSStop SD,191,0
3,CROSStop SD,192,0
3,CROSStop SD,193,0
3,CROSStop SD,194,0
3,CROSStop SD,195,0
3,CROSStop SD,196,0
3,CROSStop SD,197,0
3,CROSStop SD,198,0
3,CROSStop SD,199,0
3,CROSStop SD,200,0
3,CROSStop SD,201,0
3,CROSStop SD,202,0
3,CROSStop SD,203,0
3,CROSStop SD,204,0
3,CROSStop SD,205,0
3,CROSStop SD,206,0
3,CROSStop SD,207,0
3,CROSStop SD,208,0
3,CROSStop SD,209,0
3,CROSStop SD,210,0
3,CROSStop SD,211,0
3,CROSStop SD,212,0
3,CROSStop SD,213,0
3,CROSStop SD,214,0
3,CROSStop SD,215,0
3,CROSStop SD,216,0
3,CROSStop SD,217,0
3,CROSStop SD,218,0
3,CROSStop SD,219,0
3,CROSStop SD,220,0
3,CROSStop SD,221,0
3,CROSStop SD,222,0
3,CROSStop SD,223,0
3,CROSStop SD,224,0
3,CROSStop SD,225,0
3,CROSStop SD,226,0
3,CROSStop SD,227,0
3,CROSStop SD,228,0
3,CROSStop SD,229,0
3,CROSStop SD,230,0
3,CROSStop SD,231,0
3,CROSStop SD,232,0
3,CROSStop SD,233,0
3,CROSStop SD,234,0
3,CROSStop SD,235,0
3,CROSStop SD,236,0
3,CROSStop SD,237,0
3,CROSStop SD,238,0
3,CROSStop SD,239,0
3,CROSStop SD,240,0
3,CROSStop SD,241,0
3,CROSStop SD,242,0
3,CROSStop SD,243,0
3,CROSStop SD,244,0
3,CROSStop SD,245,0
3,CROSStop SD,246,0
3,CROSStop SD,247,0
3,CROSStop SD,248,0
3,CROSStop SD,249,0
3,CROSStop SD,250,0
3,CROSStop SD,251,0
3,CROSStop SD,252,0
3,CROSStop SD,253,0
3,CROSStop SD,254,0
3,CROSStop SD,255,0
3,CROSStop SD,256,0
3,CROSStop SD,257,0
3,CROSStop SD,258,0
3,CROSStop SD,259,0
3,CROSStop SD,260,0
3,CROSStop SD,261,0
3,CROSStop SD,262,0
3,CROSStop SD,263,0
3,CROSStop SD,264,0
3,CROSStop SD,265,0
3,CROSStop SD,266,0
3,CROSStop SD,267,0
3,CROSStop SD,268,0
3,CROSStop SD,269,0
3,CROSStop SD,270,0
3,CROSStop SD,271,0
3,CROSStop SD,272,0
3,CROSStop SD,273,0
3,CROSStop SD,274,0
3,CROSStop SD,275,0
3,CROSStop SD,276,0
3,CROSStop SD,277,0
3,CROSStop SD,278,0
3,CROSStop SD,279,0
3,CROSStop SD,280,0
3,CROSStop SD,281,0
3,CROSStop SD,282,0
3,CROSStop SD,283,0
3,CROSStop SD,284,0
3,CROSStop SD,285,0
3,CROSStop SD,286,0
3,CROSStop SD,287,0
3,CROSStop SD,288,0
3,CROSStop SD,289,0
3,CROSStop SD,290,0
3,CROSStop SD,291,0
3,CROSStop SD,292,0
3,CROSStop SD,293,0
3,CROSStop SD,294,0
3,CROSStop SD,295,0
3,CROSStop SD,296,0
3,CROSStop SD,297,0
3,CROSStop SD,298,0
3,CROSStop SD,299,0
3,CROSStop SD,300,0
3,CROSStop SD,301,0
3,CROSStop SD,302,0
3,CROSStop SD,303,0
3,CROSStop SD,304,0
3,CROSStop SD,305,0
3,CROSStop SD,306,0
3,CROSStop SD,307,0
3,CROSStop SD,308,0
3,CROSStop SD,309,0
3,CROSStop SD,310,0
3,CROSStop SD,311,0
3,CROSStop SD,312,0
3,CROSStop SD,313,0
3,CROSStop SD,314,0
3,CROSStop SD,315,0
3,CROSStop SD,316,0
3,CROSStop SD,317,0
3,CROSStop SD,318,0
3,CROSStop SD,319,0
3,CROSStop SD,320,0
3,CROSStop SD,321,0
3,CROSStop SD,322,0
3,CROSStop SD,323,0
3,CROSStop SD,324,0
3,CROSStop SD,325,0
3,CROSStop SD,326,0
3,CROSStop SD,327,0
3,CROSStop SD,328,0
3,CROSStop SD,329,0
3,CROSStop SD,330,0
3,CROSStop SD,331,0
3,CROSStop SD,332,0
3,CROSStop SD,333,0
3,CROSStop SD,334,0
3,CROSStop SD,335,0
3,CROSStop SD,336,0
3,CROSStop SD,337,0
3,CROSStop SD,338,0
3,CROSStop SD,339,0
3,CROSStop SD,340,0
3,CROSStop SD,341,0
3,CROSStop SD,342,0
3,CROSStop SD,343,0
3,CROSStop SD,344,0
3,CROSStop SD,345,0
3,CROSStop SD,346,0
3,CROSStop SD,347,0
3,CROSStop SD,348,0
3,CROSStop SD,349,0
3,CROSStop SD,350,0
3,CROSStop SD,351,0
3,CROSStop SD,352,0
3,CROSStop SD,353,0
3,CROSStop SD,354,0
3,CROSStop SD,355,0
3,CROSStop SD,356,0
3,CROSStop SD,357,0
3,CROSStop SD,358,0
3,CROSStop SD,359,0
3,CROSStop SD,360,0
3,CROSStop SD,361,0
3,CROSStop SD,362,0
3,CROSStop SD,363,0
3,CROSStop SD,364,0
3,CROSStop SD,365,0
3,CROSStop SD,366,0
3,CROSStop SD,367,0
3,CROSStop SD,368,0
3,CROSStop SD,369,0
3,CROSStop SD,370,0
3,CROSStop SD,371,0
3,CROSStop SD,372,0
3,CROSStop SD,373,0
3,CROSStop SD,374,0
3,CROSStop SD,375,0
3,CROSStop SD,376,0
3,CROSStop SD,377,0
3,CROSStop SD,378,0
3,CROSStop SD,379,0
3,CROSStop SD,380,0
3,CROSStop SD,381,0
3,CROSStop SD,382,0
3,CROSStop SD,383,0
3,CROSStop SD,384,0
3,CROSStop SD,385,0
3,CROSStop SD,386,0
3,CROSStop SD,387,0
3,CROSStop SD,388,0
3,CROSStop SD,389,0
3,CROSStop SD,390,0
3,CROSStop SD,391,0
3,CROSStop SD,392,0
3,CROSStop SD,393,0
3,CROSStop SD,394,0
3,CROSStop SD,395,0
3,CROSStop SD,396,0
3,CROSStop SD,397,0
3,CROSStop SD,398,0
3,CROSStop SD,399,0
3,CROSStop SD,400,0
3,CROSStop SD,401,0
3,CROSStop SD,402,0
3,CROSStop SD,403,0
3,CROSStop SD,404,0
3,CROSStop SD,405,0
3,CROSStop SD,406,0
3,CROSStop SD,407,0
3,CROSStop SD,408,0
3,CROSStop SD,409,0
3,CROSStop SD,410,0
3,CROSStop SD,411,0
3,CROSStop SD,412,0
3,CROSStop SD,413,0
3,CROSStop SD,414,0
3,CROSStop SD,415,0
3,CROSStop SD,416,0
3,CROSStop SD,417,0
3,CROSStop SD,418,0
3,CROSStop SD,419,0
3,CROSStop SD,420,0
3,CROSStop SD,421,0
3,CROSStop SD,422,0
3,CROSStop SD,423,0
3,CROSStop SD,424,0
3,CROSStop SD,425,0
3,CROSStop SD,426,0
3,CROSStop SD,427,0
3,CROSStop SD,428,0
3,CROSStop SD,429,0
3,CROSStop SD,430,0
3,CROSStop SD,431,0
3,CROSStop SD,432,0
3,CROSStop SD,433,0
3,CROSStop SD,434,0
3,CROSStop SD,435,0
3,CROSStop SD,436,0
3,CROSStop SD,437,0
3,CROSStop SD,438,0
3,CROSStop SD,439,0
3,CROSStop SD,440,0
3,CROSStop SD,441,0
3,CROSStop SD,442,0
3,CROSStop SD,443,0
3,CROSStop SD,444,0
3,CROSStop SD,445,0
3,CROSStop SD,446,0
3,CROSStop SD,447,0
3,CROSStop SD,448,0
3,CROSStop SD,449,0
3,CROSStop SD,450,0
3,CROSStop SD,451,0
3,CROSStop SD,452,0
3,CROSStop SD,453,0
3,CROSStop SD,454,0
3,CROSStop SD,455,0
3,CROSStop SD,456,0
3,CROSStop SD,457,0
3,CROSStop SD,458,0
3,CROSStop SD,459,0
3,CROSStop SD,460,0
3,CROSStop SD,461,0
3,CROSStop SD,462,0
3,CROSStop SD,463,0
3,CROSStop SD,464,0
3,CROSStop SD,465,0
3,CROSStop SD,466,0
3,CROSStop SD,467,0
3,CROSStop SD,468,0
3,CROSStop SD,469,0
3,CROSStop SD,470,0
3,CROSStop SD,471,0
3,CROSStop SD,472,0
3,CROSStop SD,473,0
3,CROSStop SD,474,0
3,CROSStop SD,475,0
3,CROSStop SD,476,0
3,CROSStop SD,477,0
3,CROSStop SD,478,0
3,CROSStop SD,479,0
3,CROSStop SD,480,0
3,CROSStop SD,481,0
3,CROSStop SD,482,0
3,CROSStop SD,483,0
3,CROSStop SD,484,0
3,CROSStop SD,485,0
3,CROSStop SD,486,0
3,CROSStop SD,487,0
3,CROSStop SD,488,0
3,CROSStop SD,489,0
3,CROSStop SD,490,0
3,CROSStop SD,491,0
3,CROSStop SD,492,0
3,CROSStop SD,493,0
3,CROSStop SD,494,0
3,CROSStop SD,495,0
3,CROSStop SD,496,0
3,CROSStop SD,497,0
3,CROSStop SD,498,0
3,CROSStop SD,499,0
3,CROSStop SD,500,0
3,CROSStop SD,501,0
3,CROSStop SD,502,0
3,CROSStop SD,503,0
3,CROSStop SD,504,0
3,CROSStop SD,505,0
3,CROSStop SD,506,0
3,CROSStop SD,507,0
3,CROSStop SD,508,0
3,CROSStop SD,509,0
3,CROSStop SD,510,0
3,CROSStop SD,511,0
3,CROSStop SD,512,0
3,CROSStop SD,513,0
3,CROSStop SD,514,0
3,CROSStop SD,515,0
3,CROSStop SD,516,0
3,CROSStop SD,517,0
3,CROSStop SD,518,0
3,CROSStop SD,519,0
3,CROSStop SD,520,0
3,CROSStop SD,521,0
3,CROSStop SD,522,0
3,CROSStop SD,523,0
3,CROSStop SD,524,0
3,CROSStop SD,525,0
3,CROSStop SD,526,0
3,CROSStop SD,527,0
3,CROSStop SD,528,0
3,CROSStop SD,529,0
3,CROSStop SD,530,0
3,CROSStop SD,531,0
3,CROSStop SD,532,0
3,CROSStop SD,533,0
3,CROSStop SD,534,0
3,CROSStop SD,535,0
3,CROSStop SD,536,0
3,CROSStop SD,537,0
3,CROSStop SD,538,0
3,CROSStop SD,539,0
3,CROSStop SD,540,0
3,CROSStop SD,541,0
3,CROSStop SD,542,0
3,CROSStop SD,543,0
3,CROSStop SD,544,0
3,CROSStop SD,545,0
3,CROSStop SD,546,0
3,CROSStop SD,547,0
3,CROSStop SD,548,0
3,CROSStop SD,549,0
3,CROSStop SD,550,0
3,CROSStop SD,551,0
3,CROSStop SD,552,0
3,CROSStop SD,553,0
3,CROSStop SD,554,0
3,CROSStop SD,555,0
3,CROSStop SD,556,0
3,CROSStop SD,557,0
3,CROSStop SD,558,0
3,CROSStop SD,559,0
3,CROSStop SD,560,0
3,CROSStop SD,561,0
3,CROSStop SD,562,0
3,CROSStop SD,563,0
3,CROSStop SD,564,0
3,CROSStop SD,565,0
3,CROSStop SD,566,0
3,CROSStop SD,567,0
3,CROSStop SD,568,0
3,CROSStop SD,569,0
3,CROSStop SD,570,0
3,CROSStop SD,571,0
3,CROSStop SD,572,0
3,CROSStop SD,573,0
3,CROSStop SD,574,0
3,CROSStop SD,575,0
3,CROSStop SD,576,0
3,CROSStop SD,577,0
3,CROSStop SD,578,0
3,CROSStop SD,579,0
3,CROSStop SD,580,0
3,CROSStop SD,581,0
3,CROSStop SD,582,0
3,CROSStop SD,583,0
3,CROSStop SD,584,0
3,CROSStop SD,585,0
3,CROSStop SD,586,0
3,CROSStop SD,587,0
3,CROSStop SD,588,0
3,CROSStop SD,589,0
3,CROSStop SD,590,0
3,CROSStop SD,591,0
3,CROSStop SD,592,0
3,CROSStop SD,593,0
3,CROSStop SD,594,0
3,CROSStop SD,595,0
3,CROSStop SD,596,0
3,CROSStop SD,597,0
3,CROSStop SD,598,0
3,CROSStop SD,599,0
3,CROSStop SD,600,0
3,CROSStop SD,601,0
3,CROSStop SD,602,0
3,CROSStop SD,603,0
3,CROSStop SD,604,0
3,CROSStop SD,605,0
3,CROSStop SD,606,0
3,CROSStop SD,607,0
3,CROSStop SD,608,0
3,CROSStop SD,609,0
3,CROSStop SD,610,0
3,CROSStop SD,611,0
3,CROSStop SD,612,0
3,CROSStop SD,613,0
3,CROSStop SD,614,0
3,CROSStop SD,615,0
3,CROSStop SD,616,0
3,CROSStop SD,617,0
3,CROSStop SD,618,0
3,CROSStop SD,619,0
3,CROSStop SD,620,0
3,CROSStop SD,621,0
3,CROSStop SD,622,0
3,CROSStop SD,623,0
3,CROSStop SD,624,0
3,CROSStop SD,625,0
3,CROSStop SD,626,0
3,CROSStop SD,627,0
3,CROSStop SD,628,0
3,CROSStop SD,629,0
3,CROSStop SD,630,0
3,CROSStop SD,631,0
3,CROSStop SD,632,0
3,CROSStop SD,633,0
3,CROSStop SD,634,0
3,CROSStop SD,635,0
3,CROSStop SD,636,0
3,CROSStop SD,637,0
3,CROSStop SD,638,0
3,CROSStop SD,639,0
3,CROSStop SD,640,0
3,CROSStop SD,641,0
3,CROSStop SD,642,0
3,CROSStop SD,643,0
3,CROSStop SD,644,0
3,CROSStop SD,645,0
3,CROSStop SD,646,0
3,CROSStop SD,647,0
3,CROSStop SD,648,0
3,CROSStop SD,649,0
3,CROSStop SD,650,0
3,CROSStop SD,651,0
3,CROSStop SD,652,0
3,CROSStop SD,653,0
3,CROSStop SD,654,0
3,CROSStop SD,655,0
3,CROSStop SD,656,0
3,CROSStop SD,657,0
3,CROSStop SD,658,0
3,CROSStop SD,659,0
3,CROSStop SD,660,0
3,CROSStop SD,661,0
3,CROSStop SD,662,0
3,CROSStop SD,663,0
3,CROSStop SD,664,0
3,CROSStop SD,665,0
3,CROSStop SD,666,0
3,CROSStop SD,667,0
3,CROSStop SD,668,0
3,CROSStop SD,669,0
